suburb,state,postCode,lat,lng
Fitzgeralds Valley,NSW,2795,-33.91,149.33
Forest Grove,NSW,2795,-33.91,149.33
Fosters Valley,NSW,2795,-33.91,149.33
Freemantle,NSW,2795,-33.91,149.33
Gemalla,NSW,2795,-33.91,149.33
Georges Plains,NSW,2795,-33.91,149.33
Gilmandyke,NSW,2795,-33.91,149.33
Glanmire,NSW,2795,-33.91,149.33
Gormans Hill,NSW,2795,-33.91,149.33
Gowan,NSW,2795,-33.91,149.33
Hobbys Yards,NSW,2795,-33.91,149.33
Isabella,NSW,2795,-33.91,149.33
Jeremy,NSW,2795,-33.91,149.33
Judds Creek,NSW,2795,-33.91,149.33
Kelso,NSW,2795,-33.91,149.33
Killongbutta,NSW,2795,-33.91,149.33
Kirkconnell,NSW,2795,-33.91,149.33
Laffing Waters,NSW,2795,-33.91,149.33
Limekilns,NSW,2795,-33.91,149.33
Llanarth,NSW,2795,-33.91,149.33
Locksley,NSW,2795,-33.91,149.33
Meadow Flat,NSW,2795,-33.91,149.33
Milkers Flat,NSW,2795,-33.91,149.33
Millah Murrah,NSW,2795,-33.91,149.33
Mitchell,NSW,2795,-33.91,149.33
Moorilda,NSW,2795,-33.91,149.33
Mount David,NSW,2795,-33.91,149.33
Mount Panorama,NSW,2795,-33.91,149.33
Mount Rankin,NSW,2795,-33.91,149.33
Napoleon Reef,NSW,2795,-33.91,149.33
Newbridge,NSW,2795,-33.91,149.33
O\'Connell,NSW,2795,-33.91,149.33
Orton Park,NSW,2795,-33.91,149.33
Paling Yards,NSW,2795,-33.91,149.33
Palmers Oaky,NSW,2795,-33.91,149.33
Peel,NSW,2795,-33.91,149.33
Perthville,NSW,2795,-33.91,149.33
Raglan,NSW,2795,-33.91,149.33
Robin Hill,NSW,2795,-33.91,149.33
Rock Forest,NSW,2795,-33.91,149.33
Rockley,NSW,2795,-33.91,149.33
Rockley Mount,NSW,2795,-33.91,149.33
Sofala,NSW,2795,-33.91,149.33
South Bathurst,NSW,2795,-33.91,149.33
Stewarts Mount,NSW,2795,-33.91,149.33
Sunny Corner,NSW,2795,-33.91,149.33
Tambaroora,NSW,2795,-33.91,149.33
Tannas Mount,NSW,2795,-33.91,149.33
The Lagoon,NSW,2795,-33.91,149.33
The Rocks,NSW,2795,-33.91,149.33
Triangle Flat,NSW,2795,-33.91,149.33
Trunkey Creek,NSW,2795,-33.91,149.33
Turondale,NSW,2795,-33.91,149.33
Twenty Forests,NSW,2795,-33.91,149.33
Upper Turon,NSW,2795,-33.91,149.33
Walang,NSW,2795,-33.91,149.33
Wambool,NSW,2795,-33.91,149.33
Wattle Flat,NSW,2795,-33.91,149.33
Watton,NSW,2795,-33.91,149.33
West Bathurst,NSW,2795,-33.91,149.33
White Rock,NSW,2795,-33.91,149.33
Wiagdon,NSW,2795,-33.91,149.33
Wimbledon,NSW,2795,-33.91,149.33
Winburndale,NSW,2795,-33.91,149.33
Windradyne,NSW,2795,-33.91,149.33
Wisemans Creek,NSW,2795,-33.91,149.33
Yarras,NSW,2795,-33.91,149.33
Yetholme,NSW,2795,-33.91,149.33
Bathurst MC,NSW,2796,0,0
Garland,NSW,2797,-33.71,149.03
Lyndhurst,NSW,2797,-33.71,149.03
Byng,NSW,2798,-33.34,149.25
Forest Reefs,NSW,2798,-33.34,149.25
Guyong,NSW,2798,-33.34,149.25
Millthorpe,NSW,2798,-33.34,149.25
Spring Terrace,NSW,2798,-33.34,149.25
Tallwood,NSW,2798,-33.34,149.25
Barry,NSW,2799,-33.65,149.27
Blayney,NSW,2799,-33.65,149.27
Browns Creek,NSW,2799,-33.65,149.27
Fitzgeralds Mount,NSW,2799,-33.65,149.27
Kings Plains,NSW,2799,-33.65,149.27
Neville,NSW,2799,-33.65,149.27
Vittoria,NSW,2799,-33.65,149.27
Belgravia,NSW,2800,-33.12,149.03
Borenore,NSW,2800,-33.12,149.03
Cadia,NSW,2800,-33.12,149.03
Canobolas,NSW,2800,-33.12,149.03
Cargo,NSW,2800,-33.12,149.03
Clergate,NSW,2800,-33.12,149.03
Clifton Grove,NSW,2800,-33.12,149.03
Emu Swamp,NSW,2800,-33.12,149.03
Four Mile Creek,NSW,2800,-33.12,149.03
Huntley,NSW,2800,-33.12,149.03
Kangaroobie,NSW,2800,-33.12,149.03
Kerrs Creek,NSW,2800,-33.12,149.03
Lewis Ponds,NSW,2800,-33.12,149.03
Lidster,NSW,2800,-33.12,149.03
Lower Lewis Ponds,NSW,2800,-33.12,149.03
Lucknow,NSW,2800,-33.12,149.03
March,NSW,2800,-33.12,149.03
Mullion Creek,NSW,2800,-33.12,149.03
Nangar,NSW,2800,-33.12,149.03
Nashdale,NSW,2800,-33.12,149.03
Ophir,NSW,2800,-33.12,149.03
Orange,NSW,2800,-33.12,149.03
Orange DC,NSW,2800,-33.12,149.03
Orange East,NSW,2800,-33.12,149.03
Panuara,NSW,2800,-33.12,149.03
Shadforth,NSW,2800,-33.12,149.03
Spring Creek,NSW,2800,-33.12,149.03
Spring Hill,NSW,2800,-33.12,149.03
Springside,NSW,2800,-33.12,149.03
Summer Hill Creek,NSW,2800,-33.12,149.03
Waldegrave,NSW,2800,-33.12,149.03
Windera,NSW,2800,-33.12,149.03
Bendick Murrell,NSW,2803,-34.16,148.45
Crowther,NSW,2803,-34.16,148.45
Wirrimah,NSW,2803,-34.16,148.45
Billimari,NSW,2804,-33.68,148.62
Canowindra,NSW,2804,-33.68,148.62
Moorbel,NSW,2804,-33.68,148.62
Nyrang Creek,NSW,2804,-33.68,148.62
Gooloogong,NSW,2805,-33.65,148.41
Eugowra,NSW,2806,-33.43,148.37
Koorawatha,NSW,2807,-34.04,148.55
Wyangala,NSW,2808,-33.94,149.05
Greenethorpe,NSW,2809,-34.04,148.4
Bimbi,NSW,2810,-33.99,147.93
Caragabal,NSW,2810,-33.99,147.93
Glenelg,NSW,2810,-33.99,147.93
Grenfell,NSW,2810,-33.99,147.93
Piney Range,NSW,2810,-33.99,147.93
Pinnacle,NSW,2810,-33.99,147.93
Pullabooka,NSW,2810,-33.99,147.93
Warraderry,NSW,2810,-33.99,147.93
Apsley,NSW,2820,-32.6,148.96
Arthurville,NSW,2820,-32.6,148.96
Bakers Swamp,NSW,2820,-32.6,148.96
Bodangora,NSW,2820,-32.6,148.96
Comobella,NSW,2820,-32.6,148.96
Curra Creek,NSW,2820,-32.6,148.96
Dripstone,NSW,2820,-32.6,148.96
Farnham,NSW,2820,-32.6,148.96
Gollan,NSW,2820,-32.6,148.96
Lake Burrendong,NSW,2820,-32.6,148.96
Maryvale,NSW,2820,-32.6,148.96
Medway,NSW,2820,-32.6,148.96
Montefiores,NSW,2820,-32.6,148.96
Mookerawa,NSW,2820,-32.6,148.96
Mount Aquila,NSW,2820,-32.6,148.96
Mount Arthur,NSW,2820,-32.6,148.96
Mumbil,NSW,2820,-32.6,148.96
Nanima,NSW,2820,-32.6,148.96
Neurea,NSW,2820,-32.6,148.96
Spicers Creek,NSW,2820,-32.6,148.96
Stuart Town,NSW,2820,-32.6,148.96
Suntop,NSW,2820,-32.6,148.96
Walmer,NSW,2820,-32.6,148.96
Wellington,NSW,2820,-32.6,148.96
Wuuluman,NSW,2820,-32.6,148.96
Yarragal,NSW,2820,-32.6,148.96
Burroway,NSW,2821,-32.06,148.26
Narromine,NSW,2821,-32.06,148.26
Bundemar,NSW,2823,-31.84,148.18
Cathundral,NSW,2823,-31.84,148.18
Dandaloo,NSW,2823,-31.84,148.18
Gin Gin,NSW,2823,-31.84,148.18
Trangie,NSW,2823,-31.84,148.18
Beemunnel,NSW,2824,-31.67,147.86
Eenaweena,NSW,2824,-31.67,147.86
Marthaguy,NSW,2824,-31.67,147.86
Mount Foster,NSW,2824,-31.67,147.86
Mount Harris,NSW,2824,-31.67,147.86
Mumblebone Plain,NSW,2824,-31.67,147.86
Oxley,NSW,2824,-31.67,147.86
Pigeonbah,NSW,2824,-31.67,147.86
Ravenswood,NSW,2824,-31.67,147.86
Red Hill,NSW,2824,-31.67,147.86
Snakes Plain,NSW,2824,-31.67,147.86
Tenandra,NSW,2824,-31.67,147.86
Warren,NSW,2824,-31.67,147.86
Babinda,NSW,2825,-31.94,146.48
Bobadah,NSW,2825,-31.94,146.48
Bogan,NSW,2825,-31.94,146.48
Buddabadah,NSW,2825,-31.94,146.48
Canonba,NSW,2825,-31.94,146.48
Five Ways,NSW,2825,-31.94,146.48
Honeybugle,NSW,2825,-31.94,146.48
Miandetta,NSW,2825,-31.94,146.48
Mulla,NSW,2825,-31.94,146.48
Mullengudgery,NSW,2825,-31.94,146.48
Murrawombie,NSW,2825,-31.94,146.48
Nyngan,NSW,2825,-31.94,146.48
Pangee,NSW,2825,-31.94,146.48
Bearbong,NSW,2827,-31.66,148.88
Biddon,NSW,2827,-31.66,148.88
Breelong,NSW,2827,-31.66,148.88
Collie,NSW,2827,-31.66,148.88
Curban,NSW,2827,-31.66,148.88
Gilgandra,NSW,2827,-31.66,148.88
Merrigal,NSW,2827,-31.66,148.88
Black Hollow,NSW,2828,-31.11,148.86
Bourbah,NSW,2828,-31.11,148.86
Gulargambone,NSW,2828,-31.11,148.86
Mount Tenandra,NSW,2828,-31.11,148.86
Quanda,NSW,2828,-31.11,148.86
Tonderburine,NSW,2828,-31.11,148.86
Warrumbungle,NSW,2828,-31.11,148.86
Billeroy,NSW,2829,-31.12,148.37
Combara,NSW,2829,-31.12,148.37
Conimbia,NSW,2829,-31.12,148.37
Coonamble,NSW,2829,-31.12,148.37
Gilgooma,NSW,2829,-31.12,148.37
Magometon,NSW,2829,-31.12,148.37
Nebea,NSW,2829,-31.12,148.37
Pine Grove,NSW,2829,-31.12,148.37
Teridgerie,NSW,2829,-31.12,148.37
Urawilkie,NSW,2829,-31.12,148.37
Wingadee,NSW,2829,-31.12,148.37
Ballimore,NSW,2830,-32.2,148.9
Barbigal,NSW,2830,-32.2,148.9
Beni,NSW,2830,-32.2,148.9
Boothenba,NSW,2830,-32.2,148.9
Brocklehurst,NSW,2830,-32.2,148.9
Bruah,NSW,2830,-32.2,148.9
Bunglegumbie,NSW,2830,-32.2,148.9
Burrabadine,NSW,2830,-32.2,148.9
Butlers Falls,NSW,2830,-32.2,148.9
Coolbaggie,NSW,2830,-32.2,148.9
Cumboogle,NSW,2830,-32.2,148.9
Dubbo,NSW,2830,-32.2,148.9
Dubbo DC,NSW,2830,-32.2,148.9
Dubbo East,NSW,2830,-32.2,148.9
Dubbo Grove,NSW,2830,-32.2,148.9
Dubbo West,NSW,2830,-32.2,148.9
Eschol,NSW,2830,-32.2,148.9
Eulomogo,NSW,2830,-32.2,148.9
Glengerra,NSW,2830,-32.2,148.9
Goonoo Forest,NSW,2830,-32.2,148.9
Jones Creek,NSW,2830,-32.2,148.9
Kickabil,NSW,2830,-32.2,148.9
Minore,NSW,2830,-32.2,148.9
Mogriguy,NSW,2830,-32.2,148.9
Mountain Creek,NSW,2830,-32.2,148.9
Muronbung,NSW,2830,-32.2,148.9
Murrumbidgerie,NSW,2830,-32.2,148.9
Rawsonville,NSW,2830,-32.2,148.9
Terramungamine,NSW,2830,-32.2,148.9
Toongi,NSW,2830,-32.2,148.9
Wambangalang,NSW,2830,-32.2,148.9
Yarrabar,NSW,2830,-32.2,148.9
Armatree,NSW,2831,-31.45,148.41
Balladoran,NSW,2831,-31.45,148.41
Brenda,NSW,2831,-31.45,148.41
Bullagreen,NSW,2831,-31.45,148.41
Byrock,NSW,2831,-31.45,148.41
Carinda,NSW,2831,-31.45,148.41
Coolabah,NSW,2831,-31.45,148.41
Elong Elong,NSW,2831,-31.45,148.41
Eumungerie,NSW,2831,-31.45,148.41
Geurie,NSW,2831,-31.45,148.41
Girilambone,NSW,2831,-31.45,148.41
Goodooga,NSW,2831,-31.45,148.41
Gungalman,NSW,2831,-31.45,148.41
Hermidale,NSW,2831,-31.45,148.41
Macquarie Marshes,NSW,2831,-31.45,148.41
Merrygoen,NSW,2831,-31.45,148.41
Neilrex,NSW,2831,-31.45,148.41
Nevertire,NSW,2831,-31.45,148.41
Nubingerie,NSW,2831,-31.45,148.41
Nymagee,NSW,2831,-31.45,148.41
Pine Clump,NSW,2831,-31.45,148.41
Ponto,NSW,2831,-31.45,148.41
Quambone,NSW,2831,-31.45,148.41
Terrabella,NSW,2831,-31.45,148.41
The Marra,NSW,2831,-31.45,148.41
Tooloon,NSW,2831,-31.45,148.41
Tooraweenah,NSW,2831,-31.45,148.41
Westella,NSW,2831,-31.45,148.41
Wongarbon,NSW,2831,-31.45,148.41
Come By Chance,NSW,2832,-29.11,147.9
Cryon,NSW,2832,-29.11,147.9
Cumborah,NSW,2832,-29.11,147.9
Walgett,NSW,2832,-29.11,147.9
Collarenebri,NSW,2833,-29.55,148.58
Angledool,NSW,2834,-29.43,147.98
Lightning Ridge,NSW,2834,-29.43,147.98
Bulla,NSW,2835,-32.03,144.44
Canbelego,NSW,2835,-32.03,144.44
Cobar,NSW,2835,-32.03,144.44
Cubba,NSW,2835,-32.03,144.44
Gilgunnia,NSW,2835,-32.03,144.44
Irymple,NSW,2835,-32.03,144.44
Kerrigundi,NSW,2835,-32.03,144.44
Kulwin,NSW,2835,-32.03,144.44
Lerida,NSW,2835,-32.03,144.44
Noona,NSW,2835,-32.03,144.44
Sandy Creek,NSW,2835,-32.03,144.44
Tindarey,NSW,2835,-32.03,144.44
White Cliffs,NSW,2836,-30.81,142.88
Wilcannia,NSW,2836,-30.81,142.88
Bogan,NSW,2839,-30.2,146.54
Brewarrina,NSW,2839,-30.2,146.54
Collerina,NSW,2839,-30.2,146.54
Gongolgon,NSW,2839,-30.2,146.54
Narran Lake,NSW,2839,-30.2,146.54
Talawanta,NSW,2839,-30.2,146.54
Weilmoringle,NSW,2839,-30.2,146.54
Bourke,NSW,2840,-29.19,145.88
Enngonia,NSW,2840,-29.19,145.88
Fords Bridge,NSW,2840,-29.19,145.88
Gumbalie,NSW,2840,-29.19,145.88
Gunderbooka,NSW,2840,-29.19,145.88
Hungerford,NSW,2840,-29.19,145.88
Louth,NSW,2840,-29.19,145.88
Tilpa,NSW,2840,-29.19,145.88
Wanaaring,NSW,2840,-29.19,145.88
Yantabulla,NSW,2840,-29.19,145.88
Mendooran,NSW,2842,-31.82,149.12
Mollyan,NSW,2842,-31.82,149.12
Wattle Springs,NSW,2842,-31.82,149.12
Yarragrin,NSW,2842,-31.82,149.12
Coolah,NSW,2843,-31.77,149.61
Birriwa,NSW,2844,-32.12,149.47
Dunedoo,NSW,2844,-32.12,149.47
Leadville,NSW,2844,-32.12,149.47
Wallerawang,NSW,2845,-33.41,150.06
Capertee,NSW,2846,-33.15,149.99
Glen Davis,NSW,2846,-33.15,149.99
Round Swamp,NSW,2846,-33.15,149.99
Portland,NSW,2847,-33.35,149.98
Brogans Creek,NSW,2848,-32.97,149.96
Charbon,NSW,2848,-32.97,149.96
Clandulla,NSW,2848,-32.97,149.96
Kandos,NSW,2848,-32.97,149.96
Bogee,NSW,2849,-32.98,150.1
Breakfast Creek,NSW,2849,-32.98,150.1
Budden,NSW,2849,-32.98,150.1
Bylong,NSW,2849,-32.98,150.1
Camboon,NSW,2849,-32.98,150.1
Carwell,NSW,2849,-32.98,150.1
Coggan,NSW,2849,-32.98,150.1
Coxs Creek,NSW,2849,-32.98,150.1
Coxs Crown,NSW,2849,-32.98,150.1
Dabee,NSW,2849,-32.98,150.1
Dungeree,NSW,2849,-32.98,150.1
Dunville Loop,NSW,2849,-32.98,150.1
Ginghi,NSW,2849,-32.98,150.1
Glen Alice,NSW,2849,-32.98,150.1
Growee,NSW,2849,-32.98,150.1
Kelgoola,NSW,2849,-32.98,150.1
Lee Creek,NSW,2849,-32.98,150.1
Mount Marsden,NSW,2849,-32.98,150.1
Murrumbo,NSW,2849,-32.98,150.1
Nullo Mountain,NSW,2849,-32.98,150.1
Olinda,NSW,2849,-32.98,150.1
Pinnacle Swamp,NSW,2849,-32.98,150.1
Pyangle,NSW,2849,-32.98,150.1
Reedy Creek,NSW,2849,-32.98,150.1
Rylstone,NSW,2849,-32.98,150.1
Upper Bylong,NSW,2849,-32.98,150.1
Upper Growee,NSW,2849,-32.98,150.1
Upper Nile,NSW,2849,-32.98,150.1
Wirraba,NSW,2849,-32.98,150.1
Aarons Pass,NSW,2850,-32.86,149.8
Apple Tree Flat,NSW,2850,-32.86,149.8
Avisford,NSW,2850,-32.86,149.8
Bara,NSW,2850,-32.86,149.8
Barigan,NSW,2850,-32.86,149.8
Ben Buckley,NSW,2850,-32.86,149.8
Bocoble,NSW,2850,-32.86,149.8
Bombira,NSW,2850,-32.86,149.8
Botobolar,NSW,2850,-32.86,149.8
Buckaroo,NSW,2850,-32.86,149.8
Budgee Budgee,NSW,2850,-32.86,149.8
Burrundulla,NSW,2850,-32.86,149.8
Caerleon,NSW,2850,-32.86,149.8
Canadian Lead,NSW,2850,-32.86,149.8
Carcalgong,NSW,2850,-32.86,149.8
Collingwood,NSW,2850,-32.86,149.8
Cooks Gap,NSW,2850,-32.86,149.8
Cooyal,NSW,2850,-32.86,149.8
Cross Roads,NSW,2850,-32.86,149.8
Cudgegong,NSW,2850,-32.86,149.8
Cullenbone,NSW,2850,-32.86,149.8
Cumbo,NSW,2850,-32.86,149.8
Erudgere,NSW,2850,-32.86,149.8
Eurunderee,NSW,2850,-32.86,149.8
Frog Rock,NSW,2850,-32.86,149.8
Galambine,NSW,2850,-32.86,149.8
Glen Ayr,NSW,2850,-32.86,149.8
Grattai,NSW,2850,-32.86,149.8
Green Gully,NSW,2850,-32.86,149.8
Hargraves,NSW,2850,-32.86,149.8
Havilah,NSW,2850,-32.86,149.8
Hayes Gap,NSW,2850,-32.86,149.8
Hill End,NSW,2850,-32.86,149.8
Home Rule,NSW,2850,-32.86,149.8
Ilford,NSW,2850,-32.86,149.8
Kains Flat,NSW,2850,-32.86,149.8
Linburn,NSW,2850,-32.86,149.8
Lue,NSW,2850,-32.86,149.8
Maitland Bar,NSW,2850,-32.86,149.8
Menah,NSW,2850,-32.86,149.8
Meroo,NSW,2850,-32.86,149.8
Milroy,NSW,2850,-32.86,149.8
Mogo,NSW,2850,-32.86,149.8
Monivae,NSW,2850,-32.86,149.8
Moolarben,NSW,2850,-32.86,149.8
Mount Frome,NSW,2850,-32.86,149.8
Mount Knowles,NSW,2850,-32.86,149.8
Mount Vincent,NSW,2850,-32.86,149.8
Mudgee,NSW,2850,-32.86,149.8
Mullamuddy,NSW,2850,-32.86,149.8
Munghorn,NSW,2850,-32.86,149.8
Piambong,NSW,2850,-32.86,149.8
Putta Bucca,NSW,2850,-32.86,149.8
Pyramul,NSW,2850,-32.86,149.8
Queens Pinch,NSW,2850,-32.86,149.8
Razorback,NSW,2850,-32.86,149.8
Riverlea,NSW,2850,-32.86,149.8
Running Stream,NSW,2850,-32.86,149.8
Sallys Flat,NSW,2850,-32.86,149.8
Spring Flat,NSW,2850,-32.86,149.8
St Fillans,NSW,2850,-32.86,149.8
Stony Creek,NSW,2850,-32.86,149.8
Tambaroora,NSW,2850,-32.86,149.8
Tichular,NSW,2850,-32.86,149.8
Totnes Valley,NSW,2850,-32.86,149.8
Triamble,NSW,2850,-32.86,149.8
Turill,NSW,2850,-32.86,149.8
Twelve Mile,NSW,2850,-32.86,149.8
Ulan,NSW,2850,-32.86,149.8
Ullamalla,NSW,2850,-32.86,149.8
Wilbetree,NSW,2850,-32.86,149.8
Wilpinjong,NSW,2850,-32.86,149.8
Windeyer,NSW,2850,-32.86,149.8
Wollar,NSW,2850,-32.86,149.8
Worlds End,NSW,2850,-32.86,149.8
Yarrabin,NSW,2850,-32.86,149.8
Yarrawonga,NSW,2850,-32.86,149.8
Barneys Reef,NSW,2852,-32.19,149.53
Beryl,NSW,2852,-32.19,149.53
Biraganbil,NSW,2852,-32.19,149.53
Bungaba,NSW,2852,-32.19,149.53
Cope,NSW,2852,-32.19,149.53
Cumbandry,NSW,2852,-32.19,149.53
Goolma,NSW,2852,-32.19,149.53
Gulgong,NSW,2852,-32.19,149.53
Mebul,NSW,2852,-32.19,149.53
Merotherie,NSW,2852,-32.19,149.53
Stubbo,NSW,2852,-32.19,149.53
Tallawang,NSW,2852,-32.19,149.53
Boree,NSW,2864,-33.23,148.84
Bowan Park,NSW,2864,-33.23,148.84
Cudal,NSW,2864,-33.23,148.84
Murga,NSW,2864,-33.23,148.84
Toogong,NSW,2864,-33.23,148.84
Bocobra,NSW,2865,-33.1,148.54
Gumble,NSW,2865,-33.1,148.54
Manildra,NSW,2865,-33.1,148.54
Amaroo,NSW,2866,-33.18,148.93
Boomey,NSW,2866,-33.18,148.93
Cundumbul,NSW,2866,-33.18,148.93
Euchareena,NSW,2866,-33.18,148.93
Garra,NSW,2866,-33.18,148.93
Larras Lee,NSW,2866,-33.18,148.93
Molong,NSW,2866,-33.18,148.93
Baldry,NSW,2867,-32.87,148.5
Cumnock,NSW,2867,-32.87,148.5
Eurimbla,NSW,2867,-32.87,148.5
Loombah,NSW,2867,-32.87,148.5
Yullundry,NSW,2867,-32.87,148.5
Bournewood,NSW,2868,-32.75,148.75
Little River,NSW,2868,-32.75,148.75
North Yeoval,NSW,2868,-32.75,148.75
Obley,NSW,2868,-32.75,148.75
Upper Obley,NSW,2868,-32.75,148.75
Yeoval,NSW,2868,-32.75,148.75
Peak Hill,NSW,2869,-32.73,148.19
Tomingley,NSW,2869,-32.73,148.19
Trewilga,NSW,2869,-32.73,148.19
Alectown,NSW,2870,-32.93,148.26
Bumberry,NSW,2870,-32.93,148.26
Cookamidgera,NSW,2870,-32.93,148.26
Cooks Myalls,NSW,2870,-32.93,148.26
Goonumbla,NSW,2870,-32.93,148.26
Mandagery,NSW,2870,-32.93,148.26
Parkes,NSW,2870,-32.93,148.26
Tichborne,NSW,2870,-32.93,148.26
Bandon,NSW,2871,-33.5,148.31
Bedgerebong,NSW,2871,-33.5,148.31
Bundaburrah,NSW,2871,-33.5,148.31
Calarie,NSW,2871,-33.5,148.31
Carrawabbity,NSW,2871,-33.5,148.31
Corinella,NSW,2871,-33.5,148.31
Cumbijowa,NSW,2871,-33.5,148.31
Daroobalgie,NSW,2871,-33.5,148.31
Fairholme,NSW,2871,-33.5,148.31
Forbes,NSW,2871,-33.5,148.31
Garema,NSW,2871,-33.5,148.31
Grawlin,NSW,2871,-33.5,148.31
Gunning Gap,NSW,2871,-33.5,148.31
Jemalong,NSW,2871,-33.5,148.31
Mulyandry,NSW,2871,-33.5,148.31
Ooma,NSW,2871,-33.5,148.31
Warroo,NSW,2871,-33.5,148.31
Weelong,NSW,2871,-33.5,148.31
Wirrinya,NSW,2871,-33.5,148.31
Yarragong,NSW,2871,-33.5,148.31
Albert,NSW,2873,-32.42,147.51
Miamley,NSW,2873,-32.42,147.51
Tottenham,NSW,2873,-32.42,147.51
Tullamore,NSW,2874,-32.63,147.56
Bruie Plains,NSW,2875,-32.78,147.86
Fifield,NSW,2875,-32.78,147.86
Ootha,NSW,2875,-32.78,147.86
Trundle,NSW,2875,-32.78,147.86
Yarrabandai,NSW,2875,-32.78,147.86
Bogan Gate,NSW,2876,-33.11,147.8
Gunningbland,NSW,2876,-33.11,147.8
Nelungaloo,NSW,2876,-33.11,147.8
Boona Mount,NSW,2877,-33.09,147.15
Condobolin,NSW,2877,-33.09,147.15
Derriwong,NSW,2877,-33.09,147.15
Eremerang,NSW,2877,-33.09,147.15
Euabalong,NSW,2877,-33.09,147.15
Euabalong West,NSW,2877,-33.09,147.15
Kiacatoo,NSW,2877,-33.09,147.15
Mount Hope,NSW,2877,-33.09,147.15
Mulguthrie,NSW,2877,-33.09,147.15
Ivanhoe,NSW,2878,-32.83,143.86
Mossgiel,NSW,2878,-32.83,143.86
Menindee,NSW,2879,-32.26,142.41
Sunset Strip,NSW,2879,-32.26,142.41
Broken Hill,NSW,2880,-31.96,141.47
Broken Hill North,NSW,2880,-31.96,141.47
Broken Hill West,NSW,2880,-31.96,141.47
Broughams Gate,NSW,2880,-31.96,141.47
Fowlers Gap,NSW,2880,-31.96,141.47
Little Topar,NSW,2880,-31.96,141.47
Milparinka,NSW,2880,-31.96,141.47
Mutawintji,NSW,2880,-31.96,141.47
Packsaddle,NSW,2880,-31.96,141.47
Silverton,NSW,2880,-31.96,141.47
South Broken Hill,NSW,2880,-31.96,141.47
Tibooburra,NSW,2880,-31.96,141.47
Australian Defence Forces,NSW,2890,0,0
Sydney Gateway Facility,NSW,2891,0,0
Lord Howe Island,NSW,2898,-31.55,159.08
Norfolk Island,NSW,2899,-36.08,146.93
Greenway,ACT,2900,-35.42,149.07
Tuggeranong,ACT,2900,-35.42,149.07
Tuggeranong DC,ACT,2901,0,0
Kambah,ACT,2902,-35.38,149.05
Kambah Village,ACT,2902,-35.38,149.05
Erindale Centre,ACT,2903,-35.4,149.1
Oxley,ACT,2903,-35.4,149.1
Wanniassa,ACT,2903,-35.4,149.1
Fadden,ACT,2904,-35.4,149.12
Gowrie,ACT,2904,-35.4,149.12
Macarthur,ACT,2904,-35.4,149.12
Monash,ACT,2904,-35.4,149.12
Bonython,ACT,2905,-35.43,149.08
Calwell,ACT,2905,-35.43,149.08
Chisholm,ACT,2905,-35.43,149.08
Gilmore,ACT,2905,-35.43,149.08
Isabella Plains,ACT,2905,-35.43,149.08
Richardson,ACT,2905,-35.43,149.08
Theodore,ACT,2905,-35.43,149.08
Banks,ACT,2906,-35.52,149.08
Conder,ACT,2906,-35.52,149.08
Gordon,ACT,2906,-35.52,149.08
Crace,ACT,2911,-35.22,149.12
Mitchell,ACT,2911,-35.22,149.12
Gungahlin,ACT,2912,-35.52,149.08
Casey,ACT,2913,-35.2,149.13
Franklin,ACT,2913,-35.2,149.13
Ginninderra Village,ACT,2913,-35.2,149.13
Kinlyside,ACT,2913,-35.2,149.13
Ngunnawal,ACT,2913,-35.2,149.13
Nicholls,ACT,2913,-35.2,149.13
Palmerston,ACT,2913,-35.2,149.13
Taylor,ACT,2913,-35.2,149.13
Amaroo,ACT,2914,-35.17,149.13
Bonner,ACT,2914,-35.17,149.13
Forde,ACT,2914,-35.17,149.13
Harrison,ACT,2914,-35.17,149.13
Moncrieff,ACT,2914,-35.17,149.13
Melbourne,VIC,3000,-37.81,144.97
Melbourne,VIC,3001,-38.37,144.77
East Melbourne,VIC,3002,-37.82,144.99
West Melbourne,VIC,3003,-37.81,144.94
Melbourne,VIC,3004,-37.84,144.98
St Kilda Road Central,VIC,3004,-37.84,144.98
World Trade Centre,VIC,3005,-37.82,144.95
South Wharf,VIC,3006,-37.82,144.97
Southbank,VIC,3006,-37.82,144.97
Docklands,VIC,3008,-37.81,144.95
University Of Melbourne,VIC,3010,-37.8,144.96
Footscray,VIC,3011,-37.8,144.9
Seddon,VIC,3011,-37.8,144.9
Seddon West,VIC,3011,-37.8,144.9
Brooklyn,VIC,3012,-37.81,144.85
Kingsville,VIC,3012,-37.81,144.85
Kingsville West,VIC,3012,-37.81,144.85
Maidstone,VIC,3012,-37.81,144.85
Tottenham,VIC,3012,-37.81,144.85
West Footscray,VIC,3012,-37.81,144.85
Yarraville,VIC,3013,-37.82,144.89
Yarraville West,VIC,3013,-37.82,144.89
Newport,VIC,3015,-37.84,144.88
South Kingsville,VIC,3015,-37.84,144.88
Spotswood,VIC,3015,-37.84,144.88
Williamstown,VIC,3016,-37.86,144.9
Williamstown North,VIC,3016,-37.86,144.9
Altona,VIC,3018,-37.87,144.83
Seaholme,VIC,3018,-37.87,144.83
Braybrook,VIC,3019,-37.78,144.86
Braybrook North,VIC,3019,-37.78,144.86
Robinson,VIC,3019,-37.78,144.86
Albion,VIC,3020,-37.78,144.82
Glengala,VIC,3020,-37.78,144.82
Sunshine,VIC,3020,-37.78,144.82
Sunshine North,VIC,3020,-37.78,144.82
